round,accuracy,elapsed_time
1,0.6838235294117647,277.3554518222809
2,0.6838235294117647,342.2967140674591
3,0.6838235294117647,403.58053159713745
4,0.7009803921568627,463.8698377609253
5,0.6838235294117647,524.710458278656
6,0.7009803921568627,584.0877680778503
7,0.6985294117647058,643.702154636383
8,0.6813725490196079,704.4091079235077
9,0.7181372549019608,763.482353925705
10,0.6985294117647058,822.4435622692108
11,0.7254901960784313,881.8696279525757
12,0.7377450980392157,942.9349825382233
13,0.6446078431372549,1001.2396605014801
14,0.6740196078431373,1061.144906759262
15,0.7450980392156863,1123.410658121109
16,0.6740196078431373,1184.1880176067352
17,0.7892156862745098,1242.7543170452118
18,0.7083333333333334,1302.3508393764496
19,0.7230392156862745,1361.574854850769
20,0.7573529411764706,1421.770762681961
21,0.7058823529411765,1481.7066206932068
22,0.7034313725490197,1542.8694071769714
23,0.6151960784313726,1608.9663834571838
24,0.7450980392156863,1669.4624683856964
25,0.5955882352941176,1728.8680789470673
26,0.7009803921568627,1787.1014993190765
27,0.6568627450980392,1847.7968518733978
28,0.6911764705882353,1908.5908658504486
29,0.7426470588235294,1969.4344427585602
30,0.7450980392156863,2027.939353466034
31,0.7254901960784313,2088.1572954654694
32,0.7720588235294118,2153.271180152893
33,0.7524509803921569,2213.7258200645447
34,0.7156862745098039,2275.040915966034
35,0.7818627450980392,2336.7356894016266
36,0.7573529411764706,2400.8077783584595
37,0.7132352941176471,2462.3763263225555
38,0.7181372549019608,2528.4431958198547
39,0.678921568627451,2590.410959005356
40,0.7769607843137255,2655.3933312892914
41,0.7769607843137255,2718.2709560394287
42,0.7352941176470589,2778.9478182792664
43,0.75,2839.9276463985443
44,0.7598039215686274,2901.683265686035
45,0.7083333333333334,2962.766943693161
46,0.7107843137254902,3022.118449449539
