round,accuracy,elapsed_time
1,0.6838235294117647,192.4756977558136
2,0.6838235294117647,256.2508382797241
3,0.6838235294117647,317.05910205841064
4,0.6911764705882353,378.20698499679565
5,0.7083333333333334,439.0679843425751
6,0.696078431372549,499.0715317726135
7,0.7058823529411765,558.1868033409119
8,0.7132352941176471,616.8845789432526
9,0.7230392156862745,677.7332785129547
10,0.7034313725490197,741.0172538757324
11,0.7058823529411765,801.6814029216766
12,0.75,859.5060007572174
13,0.7818627450980392,918.708865404129
14,0.7941176470588235,981.2196731567383
15,0.75,1040.1591324806213
16,0.7843137254901961,1102.692416191101
17,0.7965686274509803,1160.6136696338654
18,0.7916666666666666,1221.793207168579
19,0.7892156862745098,1283.7250204086304
20,0.7745098039215687,1341.4629175662994
21,0.7941176470588235,1400.909931898117
22,0.8063725490196079,1459.675400018692
23,0.8235294117647058,1520.1019887924194
24,0.8014705882352942,1585.5156569480896
25,0.8308823529411765,1643.3220386505127
26,0.8284313725490197,1703.3063011169434
27,0.8308823529411765,1761.5976691246033
28,0.8161764705882353,1820.429044008255
29,0.8357843137254902,1883.5031387805939
30,0.8333333333333334,1942.1688690185547
31,0.8333333333333334,2001.3618054389954
32,0.8333333333333334,2060.973776578903
33,0.8333333333333334,2119.529866695404
34,0.8333333333333334,2178.67622923851
35,0.8455882352941176,2239.311116218567
36,0.8455882352941176,2298.63849234581
37,0.8382352941176471,2359.1363298892975
38,0.8431372549019608,2417.310765981674
39,0.8455882352941176,2477.72647690773
40,0.8431372549019608,2536.783887386322
41,0.8431372549019608,2595.4672451019287
42,0.8406862745098039,2659.78236579895
43,0.8406862745098039,2721.020030260086
44,0.8431372549019608,2780.380009174347
45,0.8431372549019608,2843.3489871025085
46,0.8382352941176471,2901.87469625473
47,0.8455882352941176,2960.604838371277
48,0.8455882352941176,3019.710295677185
49,0.8455882352941176,3078.2955329418182
50,0.8480392156862745,3137.9387333393097
51,0.8431372549019608,3195.9757561683655
52,0.8431372549019608,3254.5333590507507
53,0.8504901960784313,3315.686196088791
54,0.8431372549019608,3374.500702857971
55,0.8480392156862745,3435.061100244522
56,0.8504901960784313,3493.4883301258087
57,0.8504901960784313,3551.985077381134
58,0.8504901960784313,3610.7984385490417
59,0.8578431372549019,3668.5546114444733
60,0.8357843137254902,3727.102968454361
61,0.8578431372549019,3786.0994353294373
62,0.8382352941176471,3844.7632603645325
63,0.8455882352941176,3902.6776537895203
64,0.8480392156862745,3962.0671758651733
65,0.8431372549019608,4022.1613335609436
66,0.8382352941176471,4081.941497325897
67,0.8455882352941176,4142.273567676544
68,0.8529411764705882,4201.304706096649
69,0.8651960784313726,4261.582884311676
70,0.8504901960784313,4319.165283918381
71,0.8431372549019608,4381.627672433853
72,0.8627450980392157,4439.153832197189
73,0.8529411764705882,4498.175067186356
74,0.8504901960784313,4558.60791349411
75,0.8627450980392157,4619.289397239685
76,0.8504901960784313,4677.7251715660095
77,0.8333333333333334,4735.863038063049
78,0.8308823529411765,4795.830547571182
79,0.8480392156862745,4855.385044813156
80,0.8529411764705882,4915.29430437088
81,0.8382352941176471,4973.786775588989
82,0.8725490196078431,5033.004871606827
83,0.8627450980392157,5092.010186433792
84,0.8676470588235294,5150.458210706711
85,0.8455882352941176,5209.848662853241
86,0.8725490196078431,5268.858868122101
87,0.8455882352941176,5328.388757228851
88,0.8480392156862745,5387.002768754959
89,0.8382352941176471,5503.733653783798
90,0.8357843137254902,5562.518116474152
91,0.8602941176470589,5623.614223957062
92,0.8455882352941176,5682.425298213959
93,0.8651960784313726,5847.571554899216
94,0.8480392156862745,5907.180381059647
95,0.8480392156862745,5965.707550048828
96,0.8578431372549019,6026.606323480606
97,0.8504901960784313,6330.342757225037
98,0.8529411764705882,6631.29708647728
99,0.8357843137254902,6707.258252382278
100,0.8553921568627451,6770.214959144592
