round,accuracy,elapsed_time
1,0.3161764705882353,151.34522223472595
2,0.6004901960784313,199.56205081939697
3,0.5882352941176471,248.53561544418335
4,0.6838235294117647,298.1701850891113
5,0.5931372549019608,361.4658627510071
6,0.6838235294117647,423.8422272205353
7,0.6838235294117647,470.6576030254364
8,0.6813725490196079,527.9777789115906
9,0.6838235294117647,579.9664211273193
10,0.5882352941176471,639.3858749866486
11,0.6593137254901961,689.177080154419
12,0.32598039215686275,735.0857515335083
13,0.3161764705882353,785.6902658939362
14,0.4485294117647059,845.8530948162079
15,0.3161764705882353,891.2016849517822
16,0.4681372549019608,949.7715940475464
17,0.6029411764705882,1000.7779495716095
18,0.6936274509803921,1060.9636964797974
19,0.3627450980392157,1105.7096705436707
20,0.6936274509803921,1151.6739234924316
21,0.6985294117647058,1197.495198726654
22,0.6323529411764706,1245.9434309005737
23,0.39705882352941174,1306.7880704402924
24,0.4338235294117647,1367.3264892101288
25,0.4264705882352941,1416.809913635254
26,0.39705882352941174,1476.1852142810822
27,0.41421568627450983,1523.4376909732819
28,0.7034313725490197,1568.459293603897
29,0.6838235294117647,1629.7402515411377
30,0.6838235294117647,1688.3306090831757
31,0.5514705882352942,1733.5240733623505
32,0.7205882352941176,1780.326236486435
33,0.6642156862745098,1825.7535071372986
34,0.7156862745098039,1874.3731052875519
35,0.6936274509803921,1934.6340463161469
36,0.31862745098039214,1991.3540275096893
37,0.3161764705882353,2037.8590354919434
38,0.625,2102.4405901432037
39,0.31862745098039214,2161.0465812683105
40,0.31862745098039214,2220.0226216316223
41,0.7303921568627451,2265.1093423366547
42,0.6495098039215687,2314.0917735099792
43,0.6985294117647058,2377.772077560425
44,0.7254901960784313,2428.6502587795258
45,0.5588235294117647,2474.38591837883
46,0.6544117647058824,2522.3512790203094
47,0.375,2568.944225549698
48,0.7303921568627451,2629.049126148224
49,0.5931372549019608,2691.018836259842
50,0.3161764705882353,2740.4273447990417
51,0.3553921568627451,2785.907685279846
52,0.38480392156862747,2830.8678765296936
