round,accuracy,elapsed_time
1,0.6838235294117647,1025.7141597270966
2,0.6838235294117647,1088.63028550148
3,0.6838235294117647,1151.6864094734192
4,0.6838235294117647,1202.934895992279
5,0.6838235294117647,1254.7157752513885
6,0.6838235294117647,1321.8448400497437
7,0.6838235294117647,1372.8873422145844
8,0.6838235294117647,1423.7273983955383
9,0.6838235294117647,1480.5845806598663
10,0.6887254901960784,1546.069313287735
11,0.6838235294117647,1611.0256278514862
12,0.6838235294117647,1666.1257915496826
13,0.6838235294117647,1734.9218919277191
14,0.6838235294117647,1805.522842168808
15,0.6911764705882353,1866.6672327518463
16,0.6911764705882353,1918.133099079132
17,0.6838235294117647,1982.2395741939545
18,0.6838235294117647,2043.9840257167816
19,0.6838235294117647,2093.9929406642914
20,0.6838235294117647,2157.536954164505
21,0.6838235294117647,2205.317393064499
22,0.696078431372549,2254.8479743003845
23,0.696078431372549,2303.8887193202972
24,0.6838235294117647,2355.5176210403442
25,0.6838235294117647,2405.027339696884
26,0.6838235294117647,2452.5896124839783
27,0.6862745098039216,2502.816283226013
28,0.7058823529411765,2566.7752809524536
29,0.6887254901960784,2629.897207260132
30,0.6911764705882353,2688.4247176647186
31,0.6911764705882353,2759.2274186611176
32,0.6838235294117647,2809.6237688064575
33,0.6911764705882353,2874.675689458847
34,0.6838235294117647,2925.8269658088684
35,0.7107843137254902,2978.118724346161
36,0.6887254901960784,3029.3587980270386
37,0.6911764705882353,3094.065303325653
38,0.7181372549019608,3148.071589946747
39,0.7132352941176471,3199.70986533165
40,0.6838235294117647,3249.6084122657776
41,0.7132352941176471,3299.1140446662903
42,0.6985294117647058,3360.4341514110565
43,0.7009803921568627,3408.566826581955
44,0.7107843137254902,3473.0267446041107
45,0.7083333333333334,3522.959860563278
