round,accuracy,elapsed_time
1,0.6838235294117647,163.76837730407715
2,0.3161764705882353,209.90370750427246
3,0.5980392156862745,256.99924087524414
4,0.3161764705882353,317.93199944496155
5,0.3161764705882353,363.35929703712463
6,0.3161764705882353,424.92189288139343
7,0.6176470588235294,469.1369774341583
8,0.6838235294117647,533.9351940155029
9,0.31862745098039214,580.9067404270172
10,0.6348039215686274,625.1334664821625
11,0.5392156862745098,673.6767737865448
12,0.6397058823529411,734.7136135101318
13,0.6446078431372549,780.789003610611
14,0.3602941176470588,829.6938278675079
15,0.40441176470588236,874.7809875011444
16,0.6544117647058824,923.1080260276794
17,0.46078431372549017,968.3424715995789
18,0.7083333333333334,1013.8859317302704
19,0.7009803921568627,1059.440754890442
20,0.6911764705882353,1118.8127558231354
21,0.6911764705882353,1169.4775705337524
22,0.6715686274509803,1228.3312032222748
23,0.7083333333333334,1274.2859754562378
24,0.34068627450980393,1320.724144935608
25,0.6397058823529411,1366.6609523296356
26,0.6985294117647058,1430.7131080627441
27,0.7083333333333334,1495.3671126365662
28,0.5514705882352942,1544.1799635887146
29,0.3161764705882353,1590.591641664505
30,0.6691176470588235,1653.2272474765778
31,0.6397058823529411,1703.2948925495148
32,0.7058823529411765,1748.9425671100616
33,0.6102941176470589,1792.8737156391144
34,0.7058823529411765,1839.370932340622
35,0.4852941176470588,1885.0480630397797
36,0.6838235294117647,1947.5496451854706
37,0.5612745098039216,1992.442367553711
38,0.3235294117647059,2052.1156430244446
