round,accuracy,elapsed_time
1,0.6838235294117647,220.6926805973053
2,0.6838235294117647,295.27902841567993
3,0.6838235294117647,355.37392950057983
4,0.6985294117647058,412.90416169166565
5,0.6936274509803921,472.91524362564087
6,0.6813725490196079,533.3868412971497
7,0.7009803921568627,595.6070148944855
8,0.7598039215686274,656.2013945579529
9,0.7230392156862745,716.8767597675323
10,0.6985294117647058,775.0295689105988
11,0.7475490196078431,835.3305282592773
12,0.7303921568627451,895.244589805603
13,0.7769607843137255,954.5597615242004
14,0.7745098039215687,1012.9484450817108
15,0.8014705882352942,1070.9586882591248
16,0.7843137254901961,1130.9899859428406
17,0.7843137254901961,1190.5741250514984
18,0.7867647058823529,1251.1353073120117
19,0.7916666666666666,1310.6288266181946
20,0.803921568627451,1369.238213300705
21,0.8161764705882353,1428.615476846695
22,0.821078431372549,1487.0671696662903
23,0.8088235294117647,1545.678043603897
24,0.8186274509803921,1604.2382514476776
25,0.8235294117647058,1662.6899757385254
26,0.803921568627451,1722.2520015239716
27,0.8284313725490197,1780.9821419715881
28,0.8284313725490197,1839.6126146316528
29,0.8137254901960784,1900.9926311969757
30,0.8137254901960784,1961.6349532604218
31,0.8235294117647058,2018.7933840751648
32,0.8284313725490197,2077.7206292152405
33,0.8186274509803921,2135.903560400009
34,0.8333333333333334,2192.623221874237
35,0.8235294117647058,2251.2145879268646
36,0.821078431372549,2308.9986016750336
37,0.8284313725490197,2366.499475479126
38,0.8186274509803921,2426.0546174049377
39,0.8259803921568627,2483.6501886844635
40,0.8259803921568627,2542.412652015686
41,0.8308823529411765,2600.9813084602356
42,0.8259803921568627,2658.731611251831
43,0.8186274509803921,2717.2914164066315
44,0.8284313725490197,2775.2017362117767
45,0.8333333333333334,2833.2799241542816
46,0.8284313725490197,2889.970580101013
