round,accuracy,elapsed_time
1,0.6838235294117647,171.5347864627838
2,0.6838235294117647,239.14153122901917
3,0.6838235294117647,297.88086462020874
4,0.6838235294117647,357.92358446121216
5,0.696078431372549,419.75763392448425
6,0.7083333333333334,478.7823383808136
7,0.7058823529411765,537.3503541946411
8,0.6838235294117647,596.6004660129547
9,0.7279411764705882,655.427502155304
10,0.7401960784313726,713.6201117038727
11,0.7205882352941176,771.554193019867
12,0.6985294117647058,830.3851184844971
13,0.7450980392156863,889.2999098300934
14,0.7769607843137255,948.3599147796631
15,0.7867647058823529,1007.1051869392395
16,0.7794117647058824,1065.4990592002869
17,0.7867647058823529,1124.9003615379333
18,0.821078431372549,1182.751800775528
19,0.7598039215686274,1240.9351856708527
20,0.821078431372549,1300.0504920482635
21,0.821078431372549,1358.843939781189
22,0.821078431372549,1418.230229139328
23,0.7892156862745098,1476.7546515464783
24,0.8284313725490197,1535.0339360237122
25,0.821078431372549,1594.2333467006683
26,0.8333333333333334,1652.7789442539215
27,0.8284313725490197,1711.8650591373444
28,0.8235294117647058,1770.6630611419678
29,0.8382352941176471,1830.21897149086
30,0.8382352941176471,1889.0925726890564
31,0.8259803921568627,1948.419130563736
32,0.8382352941176471,2006.1320369243622
33,0.8161764705882353,2065.1989817619324
34,0.8455882352941176,2124.9946200847626
35,0.8406862745098039,2184.316904067993
36,0.8455882352941176,2241.722488641739
37,0.8406862745098039,2300.046089410782
38,0.8382352941176471,2358.6266186237335
39,0.8382352941176471,2419.4344758987427
40,0.8480392156862745,2476.391423225403
41,0.8406862745098039,2537.8238191604614
42,0.8382352941176471,2595.0300347805023
43,0.8431372549019608,2656.7273366451263
44,0.8431372549019608,2713.7507178783417
45,0.8431372549019608,2771.8758034706116
46,0.8455882352941176,2829.4897468090057
47,0.8455882352941176,2886.683336019516
48,0.8455882352941176,2944.438446521759
49,0.8406862745098039,3001.6869230270386
50,0.8455882352941176,3060.026627779007
51,0.8382352941176471,3117.453249692917
52,0.8504901960784313,3176.3940241336823
53,0.8455882352941176,3233.6719088554382
54,0.8553921568627451,3290.0904030799866
55,0.8357843137254902,3349.6500577926636
56,0.8382352941176471,3406.888439178467
57,0.8406862745098039,3464.23366689682
58,0.8553921568627451,3521.102165222168
59,0.8431372549019608,3578.1066613197327
60,0.8529411764705882,3635.5717453956604
61,0.8578431372549019,3692.611978292465
62,0.8455882352941176,3749.529105901718
63,0.8578431372549019,3807.016883611679
64,0.8627450980392157,3867.5875391960144
65,0.8529411764705882,3926.3961737155914
66,0.8578431372549019,3983.159286260605
67,0.8455882352941176,4041.249139547348
68,0.8553921568627451,4099.788473367691
69,0.8480392156862745,4156.781202554703
70,0.8529411764705882,4214.028173208237
71,0.8504901960784313,4270.498421669006
72,0.8578431372549019,4329.1271805763245
73,0.8480392156862745,4386.506035089493
74,0.8529411764705882,4442.509908914566
75,0.8529411764705882,4500.623788356781
76,0.8480392156862745,4556.890745401382
77,0.8480392156862745,4820.020080804825
78,0.8504901960784313,5061.574384689331
79,0.8455882352941176,5359.93458366394
80,0.8455882352941176,5415.8727560043335
81,0.8553921568627451,5475.082940816879
82,0.8455882352941176,5532.02126288414
83,0.8455882352941176,5590.0441999435425
84,0.8553921568627451,5647.109958648682
85,0.8480392156862745,5704.795608043671
86,0.8480392156862745,5762.011698722839
87,0.8504901960784313,5818.272978067398
88,0.8529411764705882,5875.543334007263
89,0.8578431372549019,5932.585868597031
90,0.8455882352941176,5989.6352622509
91,0.8602941176470589,6047.848685503006
92,0.8504901960784313,6104.26579117775
93,0.8480392156862745,6161.082059144974
94,0.8504901960784313,6379.023969888687
95,0.8406862745098039,6519.240596294403
96,0.8504901960784313,6575.217184305191
97,0.8504901960784313,6631.890822172165
98,0.8553921568627451,6689.085275650024
99,0.8529411764705882,6747.418249607086
100,0.8529411764705882,6804.720584630966
101,0.8480392156862745,6862.237875699997
102,0.8480392156862745,6918.78849363327
103,0.8480392156862745,6974.993358373642
104,0.8529411764705882,7031.601185083389
105,0.8578431372549019,7088.965368509293
106,0.8529411764705882,7145.92911696434
107,0.8553921568627451,7202.325583696365
108,0.8553921568627451,7258.812513589859
