round,accuracy,elapsed_time
1,0.6838235294117647,179.2974021434784
2,0.6838235294117647,242.7265706062317
3,0.6838235294117647,301.01256012916565
4,0.6936274509803921,357.11517214775085
5,0.7181372549019608,416.0141372680664
6,0.7156862745098039,472.7266426086426
7,0.7034313725490197,529.8661117553711
8,0.6985294117647058,586.3750832080841
9,0.7303921568627451,642.5841200351715
10,0.7254901960784313,700.4446601867676
11,0.7279411764705882,755.406928062439
12,0.75,812.0487473011017
13,0.7450980392156863,869.3090353012085
14,0.7794117647058824,926.9838347434998
15,0.7034313725490197,982.4837136268616
16,0.7230392156862745,1036.8342275619507
17,0.7181372549019608,1091.726075410843
18,0.7377450980392157,1147.9103803634644
19,0.7132352941176471,1208.4251599311829
20,0.7892156862745098,1267.2221775054932
21,0.7377450980392157,1325.1610987186432
22,0.7279411764705882,1383.7369520664215
23,0.7279411764705882,1440.355702638626
24,0.6764705882352942,1497.857364654541
25,0.7647058823529411,1554.9030268192291
26,0.75,1610.4043073654175
27,0.6887254901960784,1670.1580665111542
28,0.7867647058823529,1726.0277833938599
29,0.7401960784313726,1782.8696656227112
30,0.7475490196078431,1837.875690460205
31,0.7450980392156863,1896.3361494541168
32,0.8088235294117647,1953.8703577518463
33,0.7475490196078431,2016.624523639679
34,0.7598039215686274,2073.9874110221863
35,0.7720588235294118,2135.4013147354126
36,0.7671568627450981,2194.9054052829742
37,0.7598039215686274,2252.2308871746063
38,0.7794117647058824,2308.1164979934692
39,0.7818627450980392,2365.177612066269
40,0.7867647058823529,2420.5175909996033
41,0.7622549019607843,2476.734455347061
42,0.7916666666666666,2533.040496110916
43,0.8088235294117647,2590.1941130161285
44,0.8063725490196079,2647.2161865234375
45,0.7990196078431373,2704.186204433441
46,0.8259803921568627,2760.1170566082
47,0.8112745098039216,2815.9951045513153
48,0.8186274509803921,2870.8978667259216
49,0.8088235294117647,2927.336892604828
50,0.8259803921568627,2982.6575496196747
51,0.7941176470588235,3037.713948249817
52,0.8284313725490197,3093.716705560684
53,0.8235294117647058,3150.902391910553
54,0.8088235294117647,3207.725025653839
55,0.8235294117647058,3264.641070842743
56,0.8357843137254902,3322.045975446701
57,0.8161764705882353,3378.7072722911835
58,0.8284313725490197,3434.344076156616
59,0.8308823529411765,3490.7256741523743
60,0.8088235294117647,3547.023984193802
61,0.821078431372549,3603.714406490326
62,0.8357843137254902,3661.2439682483673
63,0.8431372549019608,3718.187099456787
64,0.821078431372549,3774.3194777965546
65,0.821078431372549,3830.164402484894
66,0.8357843137254902,3886.696689605713
67,0.8186274509803921,3944.245486497879
68,0.8137254901960784,4000.9393928050995
69,0.8137254901960784,4057.98788022995
70,0.8235294117647058,4122.888908147812
71,0.8161764705882353,4184.530787229538
72,0.8186274509803921,4241.514151096344
73,0.8382352941176471,4307.669919490814
74,0.8455882352941176,4364.753806591034
75,0.8406862745098039,4427.566186904907
76,0.8382352941176471,4483.371368169785
77,0.8333333333333334,4540.946882009506
78,0.8357843137254902,4599.780803442001
