round,accuracy,elapsed_time
1,0.6838235294117647,189.13303422927856
2,0.6838235294117647,268.7511610984802
3,0.6838235294117647,331.6195752620697
4,0.6838235294117647,396.1221191883087
5,0.696078431372549,460.14220666885376
6,0.6838235294117647,521.3243279457092
7,0.7107843137254902,585.3418679237366
8,0.7132352941176471,645.9006984233856
9,0.7181372549019608,706.1474890708923
10,0.7573529411764706,766.237630367279
11,0.7622549019607843,827.1830699443817
12,0.7671568627450981,887.8845088481903
13,0.7745098039215687,948.264081954956
14,0.7769607843137255,1009.2835710048676
15,0.7794117647058824,1068.8476083278656
16,0.7426470588235294,1131.2610807418823
17,0.8014705882352942,1193.9233593940735
18,0.7794117647058824,1254.5473115444183
19,0.8088235294117647,1316.7147946357727
20,0.7794117647058824,1377.131420135498
21,0.8161764705882353,1437.602252960205
22,0.8112745098039216,1499.1310563087463
23,0.8259803921568627,1559.742504119873
24,0.803921568627451,1621.330803155899
25,0.8406862745098039,1683.9627468585968
26,0.8357843137254902,1744.0754308700562
27,0.8259803921568627,1806.7027971744537
28,0.8480392156862745,1868.8839271068573
29,0.8406862745098039,1931.068333864212
30,0.8431372549019608,1991.1430671215057
31,0.8284313725490197,2051.278977870941
32,0.8333333333333334,2112.5865683555603
33,0.8357843137254902,2176.002356529236
34,0.8406862745098039,2236.733474969864
35,0.8382352941176471,2297.3089513778687
36,0.8431372549019608,2356.8156566619873
37,0.8382352941176471,2417.761995077133
38,0.8235294117647058,2476.4451558589935
39,0.8406862745098039,2536.344142436981
40,0.8308823529411765,2598.454669713974
41,0.8406862745098039,2658.3151676654816
42,0.8406862745098039,2717.8391704559326
43,0.8382352941176471,2778.9731724262238
44,0.8308823529411765,2840.454442024231
45,0.8382352941176471,2899.2715010643005
46,0.8186274509803921,2960.0325725078583
47,0.8382352941176471,3021.3508825302124
48,0.8235294117647058,3082.347440481186
49,0.8455882352941176,3144.354706287384
50,0.8480392156862745,3205.102548599243
51,0.8431372549019608,3264.710526943207
52,0.821078431372549,3325.1247584819794
53,0.8431372549019608,3386.172972202301
54,0.8259803921568627,3446.4682557582855
55,0.8431372549019608,3506.227084875107
56,0.8406862745098039,3567.2702407836914
57,0.8333333333333334,3626.66091132164
58,0.8382352941176471,3688.6746945381165
59,0.8259803921568627,3748.0036091804504
60,0.8333333333333334,3810.410373210907
61,0.821078431372549,3870.126132249832
62,0.8382352941176471,3930.1011140346527
63,0.8259803921568627,3994.038732767105
64,0.8284313725490197,4053.5258152484894
65,0.8308823529411765,4115.733348846436
66,0.8259803921568627,4176.874265432358
67,0.8431372549019608,4235.919553518295
68,0.8406862745098039,4296.522720575333
69,0.8259803921568627,4356.24237537384
70,0.8406862745098039,4416.0392916202545
71,0.8333333333333334,4477.149606704712
72,0.8235294117647058,4536.615341663361
73,0.8406862745098039,4596.7410933971405
74,0.8308823529411765,4656.353651762009
75,0.8406862745098039,4717.819045305252
76,0.8431372549019608,4779.768102407455
77,0.8382352941176471,4839.647484302521
78,0.8284313725490197,4897.963397741318
79,0.8357843137254902,4958.433628320694
80,0.8284313725490197,5018.998759508133
81,0.8406862745098039,5078.844307899475
82,0.8284313725490197,5141.568663597107
83,0.8406862745098039,5201.783918380737
84,0.8333333333333334,5262.136123895645
85,0.8406862745098039,5322.896518945694
86,0.8455882352941176,5383.909606218338
87,0.8382352941176471,5443.872871160507
88,0.8259803921568627,5503.687295675278
89,0.8431372549019608,5564.209500312805
90,0.8308823529411765,5624.473511457443
91,0.8406862745098039,5683.690511703491
92,0.8431372549019608,5745.054571866989
93,0.8357843137254902,5805.768340587616
94,0.8357843137254902,5865.429772615433
95,0.8382352941176471,5924.551024436951
96,0.8308823529411765,5985.115189313889
97,0.8333333333333334,6046.888469219208
98,0.8406862745098039,6106.245250225067
99,0.8382352941176471,6166.5929915905
100,0.8357843137254902,6226.359344959259
101,0.8284313725490197,6286.071238994598
102,0.8382352941176471,6346.065157413483
103,0.8357843137254902,6405.669069766998
104,0.8406862745098039,6466.091234207153
105,0.8382352941176471,6527.418302059174
106,0.8431372549019608,6587.403290271759
107,0.8357843137254902,6649.144283533096
108,0.8333333333333334,6708.4595193862915
109,0.8357843137254902,6768.075918674469
110,0.8455882352941176,6827.300310850143
111,0.8382352941176471,6887.04385972023
112,0.8455882352941176,6948.5695950984955
113,0.8406862745098039,7009.557498216629
114,0.8480392156862745,7069.69150519371
115,0.8382352941176471,7130.539767742157
116,0.8406862745098039,7193.725356578827
117,0.8382352941176471,7252.962631225586
